Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,52.959999084472656,53.290000915527344,51.91999816894531,52.220001220703125,51.47096633911133,1381300
2020-01-03,53.529998779296875,54.0099983215332,52.65999984741211,53.400001525878906,52.63404083251953,1723200
2020-01-06,53.779998779296875,54.79999923706055,53.36000061035156,54.5,53.71826171875,1694300
2020-01-07,54.16999816894531,55.150001525878906,53.880001068115234,55.130001068115234,54.33922576904297,1026600
2020-01-08,54.9900016784668,55.290000915527344,53.36000061035156,53.810001373291016,53.03815841674805,1681100
2020-01-09,54.34000015258789,54.68000030517578,53.060001373291016,54.45000076293945,53.66897964477539,1907200
2020-01-10,54.2599983215332,54.470001220703125,53.5,54.0099983215332,53.235286712646484,1348600
2020-01-13,53.16999816894531,53.599998474121094,52.25,52.619998931884766,51.86522674560547,1648700
2020-01-14,52.20000076293945,53.400001525878906,51.349998474121094,53.0,52.239776611328125,1332600
2020-01-15,52.72999954223633,53.13999938964844,51.59000015258789,51.63999938964844,50.89928436279297,1348200
2020-01-16,52.130001068115234,52.400001525878906,50.849998474121094,51.119998931884766,50.38674545288086,1494000
2020-01-17,51.29999923706055,51.790000915527344,50.88999938964844,51.279998779296875,50.5444450378418,1178700
2020-01-21,50.7599983215332,50.900001525878906,49.86000061035156,49.86000061035156,49.14481735229492,1269800
2020-01-22,49.709999084472656,49.709999084472656,48.380001068115234,48.5099983215332,47.814178466796875,1225800
2020-01-23,47.84000015258789,48.470001220703125,46.56999969482422,48.130001068115234,47.439632415771484,2182800
2020-01-24,48.08000183105469,48.08000183105469,46.369998931884766,47.150001525878906,46.473690032958984,1316100
2020-01-27,45.84000015258789,46.40999984741211,45.130001068115234,45.290000915527344,44.6403694152832,1706700
2020-01-28,45.90999984741211,46.380001068115234,45.34000015258789,46.13999938964844,45.47817611694336,1094500
2020-01-29,46.5,46.790000915527344,45.31999969482422,45.36000061035156,44.70936584472656,762300
2020-01-30,44.619998931884766,45.849998474121094,44.5,45.77000045776367,45.11348342895508,983500
2020-01-31,44.66999816894531,44.869998931884766,43.66999816894531,43.88999938964844,43.26044845581055,1838700
2020-02-03,43.75,43.83000183105469,41.20000076293945,41.369998931884766,40.77659606933594,2401400
2020-02-04,42.380001068115234,42.93000030517578,41.720001220703125,41.9900016784668,41.38770294189453,2579800
2020-02-05,43.13999938964844,44.310001373291016,43.06999969482422,44.150001525878906,43.516719818115234,2840300
2020-02-06,44.220001220703125,44.400001525878906,43.08000183105469,43.709999084472656,43.083030700683594,1289900
2020-02-07,43.08000183105469,43.5099983215332,42.63999938964844,43.060001373291016,42.44235610961914,1009400
2020-02-10,42.61000061035156,42.650001525878906,40.68000030517578,40.81999969482422,40.2344856262207,1932500
2020-02-11,41.61000061035156,42.20000076293945,40.93000030517578,41.06999969482422,40.480899810791016,1254700
